0,0,0.0041134367
0,1,-0.009452898
1,0,nan
1,1,0.17277117
2,0,-0.033451524
2,1,-0.09035462
3,0,-0.042229343
3,1,-0.04173885
4,0,-0.05760044
4,1,0.005286312
4,2,nan
5,0,0.0578334
5,1,-0.010907009
6,0,-0.007876015
6,1,-0.016838478
7,0,0.00017182333
7,1,-0.012296331
8,0,-0.094907135
8,1,-0.0646929
8,2,nan
9,0,-0.008939031
9,1,-0.039157737
10,0,-0.12701258
10,1,-0.0027690388
11,0,-0.08110961
11,1,nan
11,2,nan
12,0,0.022938177
12,1,0.013550602
13,0,-0.030663906
13,1,0.008537393
13,2,nan
14,0,0.012093555
14,1,0.020462586
15,0,-0.0038361533
15,1,0.012878179
16,0,-0.01837432
16,1,0.013167449
17,0,-0.035501573
17,1,-0.0029160664
18,0,-0.028002135
18,1,-0.037792243
19,0,0.086773284
19,1,0.059024014
20,0,0.044501636
20,1,0.051112823
21,0,0.014369734
21,1,-0.00554952
22,0,0.012408853
22,1,-0.028394876
23,0,0.0028888872
23,1,0.017285183
24,0,0.022435619
24,1,0.00666109
25,0,nan
25,1,nan
26,0,0.107920416
26,1,0.065225154
27,0,-0.0025952966
27,1,-0.046438787
28,0,0.048451316
28,1,0.015427569
29,0,0.0058146236
29,1,0.022476885
30,0,0.0102574015
30,1,0.028539546
31,0,0.03614315
31,1,-0.020681227
32,0,-0.042528428
32,1,0.068524115
33,0,0.013562878
33,1,nan
34,0,-0.006548103
34,1,0.01840895
35,0,-0.027519539
35,1,0.010460005
36,0,-0.03244812
36,1,0.0055122445
37,0,-0.022954881
37,1,-0.018759733
38,0,0.0019471515
38,1,-0.0005952299
39,0,0.03262197
39,1,-0.0012732649
40,0,-0.039870318
40,1,0.00037234396
41,0,0.01927319
41,1,0.0045495653
42,0,-0.0021691425
42,1,0.05828869
43,0,nan
43,1,0.0009259461
44,0,-0.003378484
44,1,0.02319155
45,0,0.057852402
45,1,nan
46,0,-0.012505955
46,1,-0.09471053
47,0,nan
47,1,nan
48,0,-0.045810595
48,1,-0.029728021
49,0,-0.030717352
49,1,-0.002102667
50,0,0.01974411
50,1,0.07977298
51,0,0.025649844
51,1,0.02049645
52,0,-0.03896096
52,1,0.017262815
53,0,-0.015250836
53,1,0.07005508
54,0,-0.038496606
54,1,-0.009365008
55,0,-0.036647316
55,1,0.0044491068
56,0,nan
56,1,nan
57,0,0.011148112
57,1,0.0049668755
58,0,0.006492738
58,1,-0.0023627477
59,0,0.03516505
59,1,0.03534299
60,0,-0.0035731983
60,1,nan
61,0,-0.036719944
61,1,-0.031805743
62,0,-0.014449634
62,1,0.004894579
63,0,-0.017286798
63,1,0.003489493
64,0,0.041511107
64,1,-0.00013918414
65,0,-0.007880968
65,1,-0.010548896
66,0,0.0052769133
66,1,-0.06890582
67,0,-0.024388062
67,1,-0.009011472
68,0,0.008822596
68,1,-0.0020077724
69,0,0.014637384
69,1,0.011274059
70,0,0.034771137
70,1,0.020452272
71,0,-0.0409544
71,1,nan
72,0,-0.025395064
72,1,-0.014789886
73,0,-0.005107965
73,1,-0.06644917
74,0,nan
74,1,nan
75,0,0.029977655
75,1,-0.002812637
76,0,-0.16401687
76,1,-0.03608505
77,0,0.019247748
77,1,nan
78,0,0.033205763
78,1,0.03685886
79,0,0.014030698
79,1,0.040133115
80,0,-0.040356204
80,1,0.0021262628
81,0,0.026884813
81,1,-0.04865902
82,0,0.014861194
82,1,-0.007100718
83,0,0.0073557138
83,1,0.01228883
84,0,-0.0703189
84,1,0.02758199
85,0,-0.0001137711
85,1,-0.024831131
86,0,nan
86,1,nan
87,0,-0.0063054925
87,1,0.0055670184
88,0,-0.020774398
88,1,-0.0069310344
89,0,-0.010582831
89,1,0.006144625
90,0,0.0005907016
90,1,0.044623177
91,0,0.041321464
91,1,0.047720507
92,0,0.010044136
92,1,0.02969766
93,0,0.038389016
93,1,0.015614512
94,0,0.021066124
94,1,0.042044237
95,0,0.0053708437
95,1,-0.00881994
96,0,0.024220942
96,1,0.056923598
97,0,0.057442795
97,1,-0.050735865
98,0,-0.010596814
98,1,0.024764644
99,0,-0.010807915
99,1,-0.032614153
100,0,0.015842745
100,1,0.04103508
101,0,-0.043823898
101,1,-0.054011025
102,0,-0.0014315665
102,1,0.010402895
103,0,0.0106180785
103,1,nan
104,0,0.027455548
104,1,0.028391866
105,0,-0.017347256
105,1,-0.1275199
106,0,0.024319025
106,1,-0.019822521
107,0,-0.019674007
107,1,-0.020412
108,0,nan
108,1,nan
109,0,0.0183107
109,1,-0.0019611486
110,0,-0.015726961
110,1,0.020380992
111,0,0.016806368
111,1,-0.05282719
112,0,0.015511079
112,1,0.0029875587
113,0,0.0014506778
113,1,-0.014909929
114,0,-0.016695382
114,1,0.013289335
115,0,0.036318902
115,1,0.09758157
116,0,-0.007566531
116,1,0.032353345
117,0,nan
117,1,-0.077564344
118,0,0.018997435
118,1,-0.036126573
119,0,-0.055411655
119,1,-0.049095828
120,0,0.042534135
120,1,-0.020601444
121,0,-0.022044448
121,1,-0.009824096
122,0,nan
122,1,-0.005761753
123,0,-0.040944956
123,1,-0.03522152
124,0,0.010114961
124,1,-0.03265352
125,0,0.007323799
125,1,0.008997697
126,0,nan
126,1,0.012256762
127,0,-0.042800788
127,1,-0.03013882
128,0,-0.056106035
128,1,-0.013092062
129,0,-0.042954203
129,1,0.0013619576
130,0,0.06398238
130,1,nan
131,0,0.046733614
131,1,0.00025107697
132,0,-0.036384523
132,1,-0.04198018
133,0,0.026860857
133,1,-0.040050305
134,0,-0.059916303
134,1,0.021921206
135,0,0.03373347
135,1,0.010032365
136,0,0.007187303
136,1,0.008121003
137,0,0.032542463
137,1,-0.012869075
138,0,0.0017517718
138,1,-0.0057305214
139,0,0.015694287
139,1,-0.034128167
140,0,0.009388767
140,1,0.025944358
141,0,-0.052376345
141,1,-0.035550136
142,0,-0.15830187
142,1,-0.012438677
143,0,-0.021280112
143,1,-0.07729533
144,0,-0.00238447
144,1,-0.013663101
145,0,-0.011950402
145,1,-0.015377624
146,0,-0.098648146
146,1,-0.03381268
147,0,-0.05688265
147,1,-0.036561523
148,0,nan
148,1,nan
149,0,0.031280864
149,1,0.021808743
150,0,-0.08131202
150,1,-0.013313127
151,0,-0.035350993
151,1,-0.06946998
152,0,-0.0633679
152,1,0.003923601
153,0,-0.07624693
153,1,0.002026917
154,0,-0.0210255
154,1,-0.015058933
155,0,-0.045076117
155,1,-0.038692385
156,0,-0.027962692
156,1,0.010119864
157,0,-0.022375371
157,1,0.01868828
158,0,nan
158,1,-0.037045144
158,2,nan
159,0,0.042287253
159,1,0.040951546
160,0,-0.025878862
160,1,-0.0016634088
161,0,-0.014110467
161,1,-0.025867047
162,0,0.025546025
162,1,-0.0108178435
163,0,nan
163,1,-0.020369783
164,0,-0.07133205
164,1,-0.019712843
165,0,nan
165,1,nan
166,0,-0.029855702
166,1,nan
167,0,-0.014861506
167,1,-0.004156924
168,0,-0.017493151
168,1,-0.00042357354
169,0,0.012378035
169,1,-0.005189432
170,0,-0.046824325
170,1,-0.013409742
171,0,-0.04636334
171,1,0.017438658
172,0,-0.049148638
172,1,-0.059854493
173,0,-0.031110676
173,1,-0.078058586
174,0,-0.022234857
174,1,-0.052633498
175,0,-0.006841474
175,1,0.0077275787
175,2,nan
176,0,-0.018361188
176,1,-0.0062407614
177,0,0.013916677
177,1,0.01183982
178,0,-0.017214924
178,1,-0.017833572
179,0,nan
179,1,-0.008057438
180,0,0.044286914
180,1,0.019861685
181,0,-0.06975147
181,1,-0.021853454
182,0,0.019499766
182,1,0.007424149
183,0,-0.07074777
183,1,-0.017009746
183,2,nan
184,0,0.028991422
184,1,0.010458681
185,0,-0.05881952
185,1,-0.08912168
186,0,-0.022668675
186,1,-0.0330271
187,0,0.0018982626
187,1,-0.007073015
188,0,-0.045201216
188,1,-0.03475331
189,0,nan
189,1,nan
190,0,0.022532592
190,1,0.01451673
191,0,0.021479642
191,1,0.036858022
192,0,-0.04809431
192,1,-0.06396298
193,0,0.0063722725
193,1,nan
194,0,0.003764994
194,1,-0.016040752
195,0,0.02355082
195,1,0.005205665
195,2,nan
196,0,-0.019898094
196,1,0.0027355794
197,0,0.0027352453
197,1,-0.22981587
198,0,-0.03057793
198,1,0.12418334
199,0,0.028157886
199,1,0.045345303
200,0,0.011425482
200,1,0.0030133328
201,0,-0.035880666
201,1,-0.028486708
201,2,nan
202,0,0.024431482
202,1,-0.059654534
203,0,-0.044055235
203,1,-0.0040824316
204,0,-0.048125774
204,1,-0.11279951
205,0,0.027561896
205,1,0.05617287
205,2,nan
206,0,-0.043551337
206,1,-0.041113846
207,0,0.016484266
207,1,nan
208,0,0.0035330923
208,1,-0.04591167
209,0,-0.022362974
209,1,-0.011033942
210,0,0.007987098
210,1,-0.017045677
211,0,-0.028386015
211,1,-0.039155733
212,0,0.015474701
212,1,-0.00023755962
213,0,0.036538213
213,1,0.0022245848
214,0,-0.0052869744
214,1,0.0038710018
215,0,0.0014900503
215,1,-0.008594629
215,2,nan
216,0,-0.0051159547
216,1,0.004710917
216,2,nan
217,0,-0.0004139681
217,1,0.022256453
218,0,0.02529762
218,1,0.0035655152
218,2,nan
219,0,-0.041315276
219,1,-0.08562541
220,0,-0.02318466
220,1,-0.01842479
221,0,0.026431564
221,1,0.07384158
222,0,0.0073351865
222,1,0.04317553
223,0,-0.003366371
223,1,-0.0049129394
224,0,-0.010144734
224,1,0.023212114
225,0,0.0071030203
225,1,0.034863483
226,0,-0.032103006
226,1,-0.04457872
227,0,-0.021116665
227,1,0.0005550019
228,0,-0.08952251
228,1,0.059306864
229,0,-0.027920395
229,1,-0.046811245
230,0,-0.0077549224
230,1,-0.012564495
231,0,-0.021931518
231,1,-0.021674633
232,0,-0.02048824
232,1,0.028435111
233,0,-0.032488875
233,1,-0.020443289
234,0,-0.015915075
234,1,-0.02837801
235,0,nan
235,1,nan
236,0,-0.0019318685
236,1,-0.048290186
237,0,-0.062164683
237,1,-0.009675905
238,0,0.028059
238,1,0.022685928
239,0,-0.036855735
239,1,-0.042621534
240,0,-0.08637762
240,1,-0.052598525
241,0,-0.012766306
241,1,-0.0060343337
242,0,-0.057669718
242,1,nan
243,0,-0.10358908
243,1,-0.01873544
244,0,-0.024084931
244,1,-0.049343914
245,0,-0.04129445
245,1,-0.0012671201
246,0,-0.005870778
246,1,-0.023566404
247,0,nan
247,1,0.02851321
248,0,0.05081442
248,1,0.047938023
249,0,-0.0036004863
249,1,nan
250,0,0.0020146414
250,1,0.027511433
251,0,-0.089516036
251,1,-0.045327857
252,0,-0.0013957946
252,1,-0.0045463596
253,0,0.018966872
253,1,0.008271387
254,0,0.0022567722
254,1,-0.0066032764
255,0,0.048640355
256,0,-0.02474636
256,1,-0.02873584
257,0,0.029782718
257,1,-0.014595792
258,0,-0.00027435969
258,1,0.000975661
259,0,0.011818105
259,1,-0.060985003
260,0,-0.010866019
260,1,0.008228196
261,0,-0.018296538
261,1,nan
262,0,0.01116473
262,1,0.006954555
263,0,0.0026681009
263,1,-0.039773263
264,0,-0.031668182
264,1,0.019763684
265,0,nan
265,1,nan
266,0,-0.0705008
266,1,-0.04136744
267,0,nan
267,1,nan
268,0,nan
268,1,0.012683717
269,0,0.0067469613
269,1,nan
270,0,-0.041576043
270,1,-0.021418214
271,0,nan
271,1,0.0070795678
272,0,0.0353831
272,1,0.021899695
273,0,-0.10186675
273,1,-0.030457394
274,0,-0.026767354
274,1,0.06415157
275,0,0.012393263
275,1,0.023953078
276,0,0.017560916
276,1,-0.019332545
277,0,-0.012928395
277,1,-0.04656807
278,0,0.018310519
278,1,0.028028598
279,0,-0.025545739
